coordinates
1550 5979
70180 70673
121529 122579
125170 126882
128809 134373
152906 154119
155648 158646
164814 165200
171578 183245
28755 30009
39141 39986
40316 42431
53439 54360
82103 83549
104005 104421
118859 119931
134247 134756
135660 136668
163975 166058
179563 180043
226221 226721
242076 242511
307204 307935
307698 307935
314519 316481
347805 351601
374610 377074
387501 388087
389545 390378
397153 398664
409239 410024
410721 415858
412445 415187
446379 447425
446769 447425
462152 465009
524415 527486
577445 579070
590808 593442
630598 630884
639385 641769
665529 666208
712541 713239
30898 31839
40453 41269
83436 83652
83860 89103
99664 102885
105475 106044
108937 110221
123184 124134
126502 127414
131690 132113
150723 151973
165440 165973
167677 171632
175613 176332
198229 198892
294320 296420
300361 300976
43308 45460
58681 61005
95876 96736
100232 102014
107066 107551
192638 193829
194152 195397
198175 198565
206551 208943
212685 216212
228350 231838
244338 245331
283414 284269
284833 285981
298684 299437
313920 314297
317029 317695
379505 380805
405608 407879
409168 410323
409168 410503
412842 413476
416593 416817
435631 440782
469723 470759
472982 473801
493837 494060
535772 536354
546272 547272
587225 587835
594619 595293
596016 596788
613533 616786
674238 676579
683696 684159
694138 694651
718157 722225
800892 801520
826391 827040
826627 827040
889959 891023
999206 1005008
1030207 1031459
1077502 1090809
1077502 1090859
1080998 1090809
1100676 1101968
1132518 1133773
1156883 1158446
1158760 1159590
1240173 1240646
1249515 1253706
1249515 1253579
1249515 1253706
1276156 1277025
1280442 1280750
1281223 1282312
1323094 1324185
1371848 1372079
1371848 1376187
1383358 1383609
1384236 1388725
1406540 1408362
1412060 1412723
1433749 1436429
13261 14187
63333 64014
94794 95112
132674 137169
137750 138905
142019 142492
152102 152668
155203 155783
161275 163474
170551 171201
253164 254254
273518 274282
292450 292735
293387 293746
296040 297581
314639 316638
356353 357986
362279 363828
371569 372806
405638 406514
432331 433332
439544 440141
440853 442771
443509 444064
448937 449909
454112 454632
554084 555672
558577 560501
5345 6221
68370 70248
78039 79447
79510 80364
150926 151214
173976 174859
175400 176055
179840 180755
191744 192609
198173 198846
235283 236198
284465 284979
323414 323941
343035 344407
353686 354139
356519 356906
391717 392686
396589 398932
399337 399758
406482 407424
412713 413962
453089 453316
467709 468546
484780 485234
541251 542114
603852 605652
613849 614278
649776 651321
684935 685644
728004 733850
748134 748857
766908 768251
56837 57767
67462 67874
89268 90612
105389 105607
143720 144963
161956 166455
243737 246950
282110 282498
306280 307232
322027 322326
340320 341353
353155 360393
377935 383258
413290 414320
428805 429795
430272 431181
488941 489919
542988 543253
552514 552782
553115 555865
562955 566294
581318 582573
583972 584808
587163 587554
602469 603981
622364 627684
69133 69753
83158 84161
86408 87014
95380 96134
106010 106969
108967 110358
112721 113012
113376 113633
113917 114226
116848 121774
127297 128222
168669 169863
214444 215211
227776 229015
229049 232471
263668 269321
263828 269321
273673 275159
290487 292433
331151 334788
358786 359553
366185 367014
479180 480310
4642 5295
32797 35038
46211 47219
76252 77154
105279 109556
109983 111963
111906 114449
144039 145865
195793 201046
206346 207167
230382 231192
291324 292469
299077 300227
323746 324960
361046 362641
363598 364627
404646 406581
417722 418247
11526 12064
57554 58450
73745 75755
88806 89670
137233 137911
153874 155070
163180 170635
195329 195861
347890 349107
355621 358321
391821 392913
432050 433174
509961 510231
510771 513183
529196 529883
532028 532816
597070 597867
691069 692133
58288 58811
67711 68475
69217 69424
94762 95800
121760 123195
126993 127693
128276 133291
139624 143521
143836 144769
148216 149224
205594 205894
269095 272419
288902 289166
294332 295347
300035 300901
366738 366964
418895 419714
