coordinates
70180 70673
125170 126882
128809 134373
171578 183245
40316 42431
53439 54360
82103 83549
104005 104421
118859 119931
135660 136668
163975 166058
374610 377074
389545 390378
409239 410024
410721 415858
412445 415187
462152 465009
524415 527486
577445 579070
590808 593442
639385 641769
665529 666208
99664 102885
105475 106044
108937 110221
167677 171632
175613 176332
43308 45460
100232 102014
192638 193829
212685 216212
228350 231838
244338 245331
283414 284269
298684 299437
317029 317695
379505 380805
405608 407879
409168 410323
409168 410503
435631 440782
535772 536354
546272 547272
613533 616786
674238 676579
694138 694651
718157 722225
999206 1005008
1030207 1031459
1077502 1090809
1077502 1090859
1080998 1090809
1132518 1133773
1156883 1158446
1249515 1253706
1249515 1253579
1249515 1253706
1276156 1277025
1281223 1282312
1371848 1376187
1384236 1388725
132674 137169
137750 138905
152102 152668
161275 163474
170551 171201
273518 274282
314639 316638
356353 357986
371569 372806
405638 406514
432331 433332
440853 442771
68370 70248
78039 79447
173976 174859
191744 192609
406482 407424
541251 542114
603852 605652
684935 685644
728004 733850
748134 748857
56837 57767
143720 144963
161956 166455
243737 246950
306280 307232
340320 341353
353155 360393
377935 383258
428805 429795
430272 431181
488941 489919
562955 566294
583972 584808
602469 603981
83158 84161
86408 87014
108967 110358
116848 121774
127297 128222
168669 169863
227776 229015
229049 232471
263668 269321
263828 269321
273673 275159
290487 292433
331151 334788
479180 480310
32797 35038
76252 77154
105279 109556
144039 145865
195793 201046
230382 231192
323746 324960
88806 89670
163180 170635
355621 358321
391821 392913
432050 433174
691069 692133
67711 68475
94762 95800
128276 133291
139624 143521
143836 144769
269095 272419
418895 419714
424030 425830
636978 641232
24596 25229
223246 224363
264714 266447
306205 309132
379799 384053
510438 511684
632748 633461
703343 704589
703433 704526
732943 733760
757829 758792
792339 800279
794498 795995
869033 870478
911735 919624
18378 20164
79359 79964
95456 97141
135562 137688
158253 161937
194439 195081
198192 201093
211771 212607
213034 214187
214648 215673
225373 227706
329410 333615
409363 410766
482159 484148
493697 503201
541771 544414
635335 636112
702185 705333
737612 738754
837421 837918
46165 47333
47690 48956
123299 124299
161963 165434
330415 330934
359220 360494
393282 396647
423300 424450
473621 475371
481298 485968
508086 508993
519207 520092
581256 583195
678678 680945
48549 49388
59859 62594
447602 448584
466865 467829
513194 514004
728229 729093
850054 851152
216373 220948
224487 230469
260453 261600
287993 290600
369271 370323
458195 461881
554166 555045
606354 606937
705569 707444
773782 774326
13683 16186
